gotu	covered_length	total_length	coverage_ratio	strain
G000010605	3720	8545929	0.0004352949808031403	Streptomyces griseus subsp. griseus NBRC 13350
G001647675	3716	3048277	0.001219049318680684	Acinetobacter sp. NCu2D-2 ASM164767v1
G001867465	3716	1898461	0.001957374947391598	Oenococcus oeni AWRIB1116
G000380085	3713	2357340	0.0015750803872160994	Streptococcus merionis DSM 19192
G001261775	3712	3511751	0.0010570225508585319	Anaeromassilibacillus senegalensis mt9
G000430725	3709	8786776	0.00042211159132769517	Azohydromonas australica DSM 1124
G000455165	3708	6137283	0.0006041761476536116	Mycobacterium iranicum UM_TJL
G000436415	3707	2090037	0.0017736528109310984	Firmicutes bacterium CAG:102 MGS:102
G001868715	3706	2024759	0.0018303412900004395	Oenococcus oeni AWRIB446
G000437675	3703	2624448	0.0014109633721072013	Prevotella sp. CAG:891 MGS891
G001045675	3703	3236325	0.001144199052938132	Megasphaera cerevisiae DSM 20462
G000156595	3702	2809149	0.0013178368253161366	Corynebacterium glucuronolyticum ATCC 51867
G001440475	3702	8817291	0.00041985684718809894	Bradyrhizobium lablabi CCBAU 23086
G000432875	3696	2695531	0.0013711584099756226	Firmicutes bacterium CAG:466 MGS466
G000304335	3694	3952501	0.0009345981190137586	Microbacterium yannicii PS01
G001598255	3693	5819413	0.0006346000876720728	Mitsuaria chitosanitabida NBRC 102408
G000775615	3692	3204236	0.0011522247424971194	Pontibacillus litoralis JSM 072002
G000875945	3692	3201622	0.0011531654892426402	Lachnospiraceae bacterium TWA4 TWA4_1
G001868045	3688	1890640	0.0019506622096221386	Oenococcus oeni AWRIB117
G000172155	3684	8220857	0.00044812846154604076	Verrucomicrobium spinosum DSM 4136 = JCM 18804 DSM 4136
G000455825	3682	3996920	0.0009212093311850124	Microbacterium maritypicum MF109
G000330705	3677	2669034	0.001377651989446369	Salinicoccus carnicancri Crm
G000221565	3676	1950550	0.0018845966522262952	Peptoniphilus sp. oral taxon 375 str. F0436
G000970775	3672	2116151	0.0017352258888897814	Lactobacillus melliventris Hma8
G001437605	3666	1764961	0.0020770997206170563	Pediococcus argentinicus DSM 23026
G001013905	3666	8122491	0.0004513393735985672	Streptomyces leeuwenhoekii type strain (C34 = DSM 42122 = NRRL B-24963)
G000433215	3664	2412874	0.001518521066578694	Dorea sp. CAG:105 MGS105
G000308275	3662	1713902	0.0021366449190210407	Levyella massiliensis 9403326
G000454065	3652	4433503	0.0008237278738730976	Brevibacillus thermoruber 423
G000436155	3648	2146826	0.0016992527573263972	Clostridium sp. CAG:505 MGS505
G000382345	3646	6594487	0.0005528860698337869	Massilia niastensis DSM 21313
G000204195	3645	5530232	0.0006591043558389594	Acidovorax radicis N35
G000161935	3639	1725829	0.0021085518901351177	Lactobacillus coleohominis 101-4-CHN
G000276685	3635	1732123	0.00209858075898767	Taylorella equigenitalis ATCC 35865
G000019405	3629	2263857	0.001603016444943298	Haemophilus somnus 2336
G001420915	3625	4416600	0.0008207671059185799	Agarivorans gilvus WH0801
G000612685	3622	3952818	0.0009163083147263547	Castellaniella defragrans 65Phen
G000021925	3619	5279134	0.0006855291038264988	Desulfitobacterium hafniense DCB-2
G000008805	3617	2272360	0.0015917372247355173	Neisseria meningitidis MC58
G001042675	3615	1890857	0.0019118315134354423	Parascardovia denticolens DSM 10105 = JCM 12538
G001436095	3614	1807288	0.0019996812904196784	Lactobacillus dextrinicus DSM 20335
G000380045	3606	1505444	0.00239530663379043	Streptococcus marimammalium DSM 18627
G000527135	3601	4306529	0.0008361722398711352	Methyloversatilis discipulorum FAM1
G000455245	3599	2672431	0.0013467139095452792	Nesterenkonia massiliensis NP1
G000179595	3596	6156735	0.0005840758129105768	Acetivibrio cellulolyticus CD2
G000331995	3595	2974379	0.001208655655516664	[Clostridium] stercorarium subsp. stercorarium DSM 8532 ASM33199v1
G000615905	3595	2678542	0.0013421480790668954	Lactobacillus nodensis DSM 19682 = JCM 14932 = NBRC 107160 JCM 14932
G001870015	3595	1969879	0.0018249851894456461	Oenococcus oeni AWRIB900
G000284015	3583	4875340	0.0007349231027989842	Blastococcus saxobsidens DD2
G001867975	3583	1956141	0.001831667553617045	Oenococcus oeni AWRIB401
G000349545	3579	3317267	0.0010789001910307492	Leucobacter sp. UCD-THU Leucobacter sp. str. UCD-THU
G001427705	3579	5812563	0.0006157352617081311	Pelomonas sp. Root662 Root662
G900155635	3563	1748607	0.0020376219470698677	Olsenella sp. Marseille-P3197 Olsenella urinainfantis
G000411295	3562	3522309	0.0010112684605467607	Paenisporosarcina sp. HGH0030 Paen_sp_HGH0030_V1
G001182825	3562	1548621	0.0023001108728346055	Streptococcus sp. X13SY08 ASM118282v2
G000309425	3555	1840757	0.0019312706674482292	Oenococcus oeni AWRIB202
G001709035	3549	4881416	0.0007270431366636238	Candidatus Thiodiazotropha endoloripes isolate G_E
G900116875	3549	3343115	0.001061584779464661	Butyrivibrio sp. INlla21 IMG-taxon 2593339243 annotated assembly
G000433515	3539	2511147	0.0014093161411896636	Firmicutes bacterium CAG:272 MGS272
G000952975	3535	1601846	0.0022068288711898647	Peptoniphilus sp. ING2-D1G D1G
G000344615	3534	6265216	0.0005640667456636771	Janthinobacterium sp. CG3 ASM34461v1
G000167195	3526	6238156	0.0005652311356112287	Crocosphaera watsonii WH 8501
G000970855	3525	2020254	0.001744830105521385	Lactobacillus helsingborgensis Bma5
G000148645	3525	4279159	0.0008237599958309565	Ferrimonas balearica DSM 9799
G000226625	3520	1638559	0.0021482290231843956	Taylorella asinigenitalis MCE3
G001868525	3520	1886381	0.0018660069201290725	Oenococcus oeni AWRIB345
G000007945	3520	1698955	0.0020718618209428735	Haemophilus ducreyi 35000HP
G001869885	3519	1935032	0.0018185745765444707	Oenococcus oeni AWRIB883
G001435035	3512	3125880	0.0011235236157498048	Lactobacillus manihotivorans DSM 13343 = JCM 12514 DSM 13343
G000196235	3506	5070478	0.0006914535473775845	Arthrobacter sp. FB24 ASM19623v1
G001425325	3503	3611286	0.0009700145599102369	Leifsonia sp. Root1293 Root1293
G001267175	3502	2494031	0.001404152554639457	Oblitimonas alkaliphila B4199
G000210095	3497	2573208	0.0013590040136669868	Ruminococcus champanellensis 18P13 = JCM 17042 type strain: 18P13
G001869295	3495	2036137	0.001716485678517703	Oenococcus oeni AWRIB897
G001915615	3492	4167409	0.0008379307142639468	Butyricimonas synergistica isolate 43_13
G001262035	3488	2414427	0.0014446491859145048	Aggregatibacter aphrophilus W10433
G000517085	3488	5982061	0.0005830766352934215	Saccharicrinis fermentans DSM 9555 = JCM 21142 DSM 9555
G000436995	3486	2607950	0.0013366820682911866	Ruminococcus obeum CAG:39 MGS39
G001037925	3485	3540164	0.000984417671045748	Vogesella sp. EB VogEB1.0
G000159635	3481	2385784	0.0014590591604269289	Corynebacterium lipophiloflavum DSM 44291
G000498295	3480	1829043	0.001902634328443891	Vagococcus lutrae LBD1
G001485185	3480	2479673	0.0014034108529632737	Clostridium ventriculi 17
G000187005	3479	2355186	0.0014771657100543227	Thermus scotoductus SA-01
G001941225	3478	1904062	0.0018266211919569847	Oscillospiraceae bacterium Zagget12 ASM194122v1
G001465855	3475	2346032	0.0014812244675264446	Rathayibacter toxicus WAC3373
G000423925	3475	4705279	0.0007385321890582896	Butyrivibrio sp. VCD2006 ASM42392v1
G001807655	3466	1914489	0.0018104047607481683	Lactobacillus sp. HMSC24D01 ASM180765v1
G000233715	3464	4855529	0.0007134135127192115	Desulfotomaculum gibsoniae DSM 7213
G000331575	3461	3575797	0.0009678961081962986	Bacillus oryziterrae ZYK
G000412695	3461	6484828	0.0005337072933931324	Pseudomonas resinovorans NBRC 106553
G000013745	3459	5513844	0.0006273300441579414	Rhodopseudomonas palustris BisB18
G001436555	3458	1566789	0.002207061703905248	Lactobacillus senioris DSM 24302 = JCM 17472 DSM 24302
G000427805	3455	5668731	0.0006094838509712315	Budvicia aquatica DSM 5075 = ATCC 35567 DSM 5075
G001431505	3447	3284859	0.0010493601095206827	Stenotrophomonas daejeonensis JCM 16244
G000247605	3447	4044777	0.0008522101465667947	Acetobacterium woodii DSM 1030
G000218235	3447	3388644	0.0010172210477111198	Prevotella multisaccharivorax DSM 17128
G001939485	3444	1891607	0.0018206741675199976	Oenococcus oeni AWRIB867
G000024965	3443	3831380	0.0008986318245645172	Xylanimonas cellulosilytica DSM 15894
G001652405	3439	2334734	0.0014729729382447852	Bibersteinia trehalosi Y31
G000434115	3436	2447989	0.001403601078272819	Roseburia sp. CAG:309 MGS309
G001945525	3435	2740565	0.001253391180285817	Ileibacterium valens NYU-BL-A3
G000017245	3434	2319663	0.0014803874528325882	Actinobacillus succinogenes 130Z
G000248055	3431	4952979	0.0006927144249955431	Gordonia sputi NBRC 100414
G001748365	3430	5111250	0.0006710687209586696	Fusibacter sp. 3D3 ASM174836v1
G001422445	3427	6735869	0.0005087688017685617	Pseudorhodoferax sp. Leaf274 Leaf274
G000702545	3425	3665894	0.0009342877890086293	Selenomonas ruminantium AB3002
G001916175	3424	1784841	0.001918378163657155	Clostridium sp. CAG:245_30_32 ASM191617v1
G900105065	3422	4717614	0.0007253666790034115	Friedmanniella luteola DSM 21741
G000185445	3418	2098776	0.0016285682702680039	Mobiluncus curtisii subsp. holmesii ATCC 35242
G000970345	3412	6203810	0.000549984606233911	Paraburkholderia andropogonis ICMP2807
G900129085	3412	2124342	0.001606144396712017	Atopostipes suicloacalis DSM 15692
G001654855	3410	3695744	0.0009226829563952481	Cosenzaea myxofaciens ATCC 19692
G000145615	3408	2785752	0.0012233680528632843	Thermoanaerobacterium thermosaccharolyticum DSM 571
G000312205	3404	4801899	0.0007088862135584276	Microcystis aeruginosa PCC 7941
G000478905	3399	1151074	0.0029528944272913817	Candidatus Pantoea carbekii ASM47890v1
G000230915	3396	6805951	0.0004989750881250834	Paenibacillus lactis 154
G000820705	3390	3560738	0.0009520498278727612	Clostridium polynesiense MS1
G001438805	3382	2698724	0.0012531848384644002	Lactobacillus kimchiensis DSM 24716
G001265075	3373	2730646	0.0012352388409189621	Salinicoccus sp. YB14-2 ASM126507v1
G000771955	3372	2551663	0.0013214911216724151	Gallibacterium anatis F0003406
G001807285	3370	2422248	0.0013912695974978614	Actinomyces sp. HMSC06A08 ASM180728v1
G000212695	3365	4266344	0.0007887315228214134	Cellulomonas fimi ATCC 484
G001869815	3357	1938054	0.001732149878176769	Oenococcus oeni AWRIB868
G000373745	3355	2668297	0.0012573562838019906	Oligella ureolytica DSM 18253
G001869445	3354	2018634	0.001661519621684763	Oenococcus oeni AWRIB465
G000341165	3350	6041741	0.0005544759366546828	Nocardiopsis gilva YIM 90087
G900112735	3349	2329753	0.0014374914422258496	Sharpea azabuensis KH2P10
G000373005	3347	6387382	0.0005240018524021266	Burkholderia sp. JPY347 ASM37300v1
G900102085	3342	6495147	0.0005145380081466979	Paenibacillus sp. BL9 IMG-taxon 2654588110 annotated assembly
G001643095	3334	7020557	0.00047489109482338793	Methylobacterium populi CD11_7
G001424265	3334	4717897	0.0007066707899727357	Acidovorax sp. Leaf160 Leaf160
G001940845	3332	2213674	0.001505190014428502	Christensenellaceae bacterium Phil7 ASM194084v1
G000482605	3332	3466234	0.0009612738205210612	Bacillus coagulans CSIL1
G000632125	3331	4032326	0.0008260740823038613	Sphingobium herbicidovorans NBRC 16415 Sherbi16415_v2
G001705175	3330	5109718	0.0006516993697108138	Flavobacterium johnsoniae GSE09
G001598535	3330	4083128	0.0008155512146569983	Sphingobium herbicidovorans NBRC 16415 ASM159853v1
G000410435	3325	2981014	0.0011153922792714157	Lactobacillus paracasei subsp. paracasei CNCM I-4649
G001868345	3319	1860059	0.0017843520017375794	Oenococcus oeni AWRIB326
G000160615	3318	2435166	0.001362535449328711	Mobiluncus mulieris ATCC 35243
G000146285	3318	2152970	0.0015411269084102425	Mobiluncus curtisii subsp. curtisii ATCC 35241
G000237065	3315	6845832	0.00048423624769056557	Pseudomonas fluorescens F113
G000176155	3314	3815101	0.0008686532807388323	Vibrio metschnikovii CIP 69.14
G900114425	3313	2329465	0.0014222149721073293	Sharpea azabuensis KH1P5
G000763535	3312	5732794	0.0005777287654152582	Vibrio coralliilyticus ASM76353v2
G001436325	3312	3136715	0.001055881710643141	Lactobacillus harbinensis DSM 16991 ASM143632v1
G000238835	3311	2854910	0.0011597563495872024	Lactobacillus parafarraginis F0439
G000427825	3311	4526423	0.0007314826740673596	Thermocrispum municipale DSM 44069
G001867835	3308	1886021	0.0017539571404560183	Oenococcus oeni AWRIB333
G000350525	3306	3185418	0.0010378543726443437	Leucobacter salsicius M1-8
G000421545	3304	3730505	0.0008856709748412078	Agromyces italicus DSM 16388
G000306965	3299	3836603	0.0008598752594417509	Amphibacillus jilinensis Y1
G000442905	3297	2869246	0.0011490823721632792	Avibacterium paragallinarum JF4211
G000153405	3297	3052410	0.0010801301266867818	Psychromonas sp. CNPT3 ASM15340v2
G000384035	3295	4233350	0.0007783433923488491	Actinopolyspora mortivallis DSM 44261 HS-1
G000383315	3291	4090615	0.000804524503039274	Cryocola sp. 340MFSha3.1 ASM38331v1
G001543405	3287	3032522	0.0010839162914564181	bacterium P201 ASM154340v1
G900104755	3285	8269569	0.00039723956593142886	Bradyrhizobium lablabi GAS522
G001868275	3276	1875288	0.001746931671295289	Oenococcus oeni AWRIB316
G000445145	3274	4848286	0.0006752901953391363	Sphingobium baderi LL03 ASM44514v1
G000213935	3273	3106595	0.0010535650768767734	Corynebacterium nuruki S6-4
G000473305	3273	2657245	0.001231726844908919	Bacteroidales bacterium CF ASM47330v1
G000146895	3272	2533633	0.0012914261852446664	Mobiluncus mulieris ATCC 35239
G000015285	3271	4559598	0.00071738780480209	Psychromonas ingrahamii 37
G000835165	3262	2729219	0.0011952137223139661	Corynebacterium marinum DSM 44953
G000434155	3256	2534735	0.0012845524285576204	Bacteroides pectinophilus CAG:437 MGS437
G000798955	3255	1967154	0.0016546747229754255	Firmicutes bacterium ZOR0006 ZOR0006.1
G001761465	3251	4402594	0.0007384282993162667	Flavobacterium gilvum EM1308 ASM176146v1
G000938265	3248	3920719	0.0008284194812227043	Agreia bicolorata VKM Ac-1804
G000186425	3241	3151925	0.0010282605074676586	Lautropia mirabilis ATCC 51599
G000431175	3235	5414560	0.0005974631364321385	Clostridium bolteae CAG:59 MGS59
G000328705	3234	9360653	0.0003454887175072081	Saccharothrix espanaensis DSM 44229 type strain: DSM 44229
G001596135	3233	5618021	0.0005754695470166452	Mucilaginibacter sp. PAMC 26640 ASM159613v1
G000741765	3233	2164426	0.0014936985602649385	Bifidobacterium tsurumiense JCM 13495
G000261025	3230	2699437	0.0011965457982534876	Prevotella intermedia 17
G000763315	3229	3441572	0.0009382340395609913	Thermoactinomyces daqus H-18
G000023245	3229	8248144	0.0003914820109833194	Actinosynnema mirum DSM 43827
G001580365	3228	4159643	0.0007760281351067868	Kocuria turfanensis HO-9042
G001444405	3225	4868993	0.000662354618295816	Pseudoalteromonas phenolica KCTC 12086
G002003465	3221	3356119	0.0009597395086407841	Caenibacillus caldisaponilyticus B157
G000620945	3219	2415478	0.0013326554826829306	[Clostridium] viride DSM 6836
G000455265	3218	5584690	0.0005762181965337377	Paenibacillus antibioticophila GD11
G000688115	3214	4402495	0.0007300405792624409	Polaromonas sp. EUR3 1.2.1 ASM68811v1
G001646665	3211	7642040	0.00042017576458641936	Streptomyces albulus B-3066
G000161975	3211	1084901	0.0029597170617411176	Eubacterium saphenum ATCC 49989
G000348945	3207	4319900	0.0007423782957938841	Paeniglutamicibacter gangotriensis Lz1y
G900099655	3205	3917616	0.0008180995789275927	Planomicrobium glaciei CGMCC 1.6846
G000746875	3204	7337750	0.0004366461108650472	Paenibacillus macerans 8244
G001868315	3203	1942692	0.0016487430843386394	Oenococcus oeni AWRIB323
G000437015	3201	2443329	0.0013100978214558908	Anaerotruncus sp. CAG:390 MGS390
G001482385	3199	5913780	0.0005409399740944033	Pseudoalteromonas rubra SCSIO 6842
G000948185	3194	4985863	0.0006406112642886497	Aeribacillus pallidus GS3372
G000826145	3192	2912426	0.0010959935119381574	Sporosarcina koreensis S-K12
G000746195	3191	3111058	0.0010256960815259633	Microbacterium sp. UNCCL10 ASM74619v1
G001424785	3191	6512927	0.0004899486820595409	Rhizobacter sp. Root29 Root29
G000378725	3189	1849203	0.0017245267285419719	Peptoniphilus lacrimalis DSM 7455
G000621505	3188	6132222	0.0005198768081129483	[Clostridium] cellobioparum DSM 1351 = ATCC 15832
G001630765	3186	3505372	0.0009088906969074894	Dietzia maris DSM 43672
G000241465	3184	4264936	0.0007465528204878103	Sphingomonas echinoides ATCC 14820
G001312865	3183	2062475	0.0015432914338355617	Lactobacillus thailandensis DSM 22698 = JCM 13996
G001868425	3181	1978110	0.0016081006617427746	Oenococcus oeni AWRIB335
G900120365	3178	1534486	0.002071051804969221	Massiliomicrobiota timonensis SN16
G000600005	3172	2527978	0.0012547577550121084	Snodgrassella alvi wkB2
G000435655	3172	2725104	0.0011639922733224126	Clostridium sp. CAG:299 MGS299
G000429585	3171	2267201	0.001398640879216267	Atopococcus tabaci DSM 17538
G001814535	3168	2628118	0.0012054253271732852	Actinomyces sp. HMSC065F12 ASM181453v1
G000824825	3164	6564160	0.0004820114074001853	Mesorhizobium sp. ORS3324 Illumina assembly ORS3324T
G001437075	3160	1837953	0.0017193040300812915	Pediococcus stilesii DSM 18001
G001375555	3159	3755739	0.0008411127610305189	Numidum massiliense mt3
G000383795	3159	4030889	0.0007836980874442338	Saccharomonospora saliphila YIM 90502
G000016065	3159	4602594	0.0006863520875402001	Shewanella loihica PV-4
G000173655	3156	2513912	0.0012554138728801962	Corynebacterium amycolatum SK46
G000173795	3156	2671313	0.0011814414858910206	Catenibacterium mitsuokai DSM 15897
G000231275	3154	2855429	0.0011045625718587295	Alistipes indistinctus YIT 12060
G001038485	3153	3979837	0.0007922435014298324	Ornithinibacillus californiensis DSM 16628
G000252705	3148	951018	0.0033101371372571287	Candidatus Arthromitus sp. SFB-3 ASM25270v2
G000468855	3147	1801377	0.0017469968807195828	Coriobacteriaceae bacterium BV3Ac1 CspBC3AC1v1.0
G001766415	3146	2880538	0.001092157090099141	Exiguobacterium aurantiacum PN47
G001887245	3145	2667837	0.0011788576288581348	Neomicrococcus aestuarii B18
G000217675	3144	4052047	0.0007759041294437107	Vibrio anguillarum 775
G000721235	3139	8584392	0.00036566363698209496	Streptomyces olivaceus NRRL B-3009
G001042695	3138	1797862	0.0017454064883734124	Scardovia inopinata JCM 12537
G000689415	3134	6162905	0.000508526417330788	Pseudomonas knackmussii B13
G001867555	3134	1842730	0.0017007374927417473	Oenococcus oeni AWRIB132
G900129375	3133	7279383	0.0004303936198988293	Streptoalloteichus hindustanus DSM 44523
G000238095	3130	2325163	0.0013461421844404027	Peptoanaerobacter stomatis CM2
G000025925	3129	3619559	0.0008644699533838238	Prevotella ruminicola 23 Bryant 23
G001427525	3128	4022601	0.0007776063298348506	Microbacterium sp. Root61 Root61
G001708185	3128	4763528	0.0006566561590485036	Lysinibacillus xylanilyticus SR-86
G000156175	3127	1809497	0.0017281045506016312	Collinsella intestinalis DSM 13280
G001189965	3125	5266109	0.0005934172650053389	Herbaspirillum rhizosphaerae UMS-37
G000953535	3116	2808926	0.0011093207866636572	Fermentimonas caenicola E5B
G001423695	3115	4157793	0.0007491955467720495	Leifsonia sp. Leaf336 Leaf336
G001690445	3112	2500996	0.0012443042691791591	Gilliamella apicola wkB195
G000284095	3110	3631933	0.0008562933291996301	Selenomonas ruminantium subsp. lactilytica TAM6421
G001594265	3102	2367908	0.0013100171121513168	Aggregatibacter actinomycetemcomitans 624
G001916215	3101	2046136	0.0015155395340290187	Clostridium sp. CAG:307_30_263 ASM191621v1
G001867795	3100	1902788	0.0016291883278641657	Oenococcus oeni AWRIB330
G000971275	3098	4519556	0.0006854655634314521	Devosia psychrophila Cr7-05
G000754275	3095	2271840	0.0013623318543559406	Pasteurella multocida ATCC 43137
G001431535	3091	3967734	0.00077903407839336	Stenotrophomonas chelatiphaga DSM 21508
G000686965	3090	3712078	0.0008324178532886432	Butyrivibrio sp. AE2005 ASM68696v1
G001867525	3089	1965363	0.001571719829873667	Oenococcus oeni AWRIB124
G000590475	3080	4731359	0.0006509757555915752	Pseudomonas stutzeri 28a24
G000195775	3071	5467640	0.0005616682883291511	Rhodopseudomonas palustris CGA009
G001679275	3071	2637244	0.0011644732152201313	Moraxella osloensis CCUG 67237
G000024285	3069	3205686	0.0009573613884828395	Alicyclobacillus acidocaldarius subsp. acidocaldarius DSM 446
G000093085	3068	3592487	0.0008540044821317377	[Bacillus] selenitireducens MLS10
G001870005	3065	2051419	0.001494087750966526	Oenococcus oeni AWRIB899
G000463665	3064	2128234	0.0014396913121395485	Cutibacterium granulosum DSM 20700 PG_DSM_assembly2012
G900129885	3064	5641410	0.0005431266296900952	Candidimonas bauzanensis CGMCC 1.10190
G001436605	3063	1289346	0.0023756229902601785	Lactobacillus floricola DSM 23037 = JCM 16512 DSM 23037
G000197735	3063	3918192	0.0007817381077803232	Glutamicibacter arilaitensis Re117
G000369005	3062	3563334	0.0008593076034971742	Acinetobacter beijerinckii CIP 110307
G001427145	3050	3460379	0.0008814063430624217	Microbacterium sp. Root166 Root166
G001698425	3049	5872787	0.000519174286416313	Oscillatoriales cyanobacterium USR001 ASM169842v1
G002005305	3047	6353406	0.00047958528071399814	Shewanella psychrophila WP2
G000092905	3044	3384766	0.0008993236164627037	Kyrpidia tusciae DSM 2912
G000189775	3040	2534358	0.0011995148278183272	Thermoanaerobacterium xylanolyticum LX-11
G000153145	3038	2772187	0.0010958856671645888	marine actinobacterium PHSC20C1 ASM15314v1
G000414445	3037	1573879	0.0019296273728793636	Gardnerella vaginalis JCP8481B
G001426485	3034	3707866	0.0008182604225719052	Aeromicrobium sp. Root472D3 Root472D3
G001514495	3034	7329063	0.00041396833401486656	Paenibacillus pabuli NBRC 13638
G900109715	3028	2764267	0.0010954079327358754	Pseudobutyrivibrio ruminis ACV-9
G000285555	3025	3230817	0.0009362956800091122	Kurthia massiliensis JC30T
G001853345	3024	4923741	0.0006141671546086604	Sphingomonas haloaromaticamans P3
G000826125	3020	3108079	0.0009716612737321027	Bhargavaea cecembensis B-C2
G000176775	3016	2452380	0.001229825720320668	Mobiluncus mulieris 28-1
G001436135	3013	2060676	0.001462141549666226	Lactobacillus thailandensis DSM 22698 = JCM 13996 DSM 22698
G000620185	3013	5093035	0.0005915922431320421	Geodermatophilaceae bacterium URHB0062 ASM62018v1
G000380125	3010	2358538	0.0012762143327773392	Streptococcus ovis DSM 16829
G000372425	3008	1847340	0.0016282871588337827	Streptococcus ferus DSM 20646
G000285515	3007	5614755	0.0005355531986702892	Paenibacillus senegalensis JC66 type strain: JC66
G000967195	3006	2118378	0.0014190102049775818	Lactobacillus kullabergensis Biut2
G900119095	3003	3230378	0.000929612571655701	Desulfovibrio desulfuricans DSM 7057
G001442515	3000	6157384	0.0004872198972810531	Lysobacter enzymogenes C3
G000333455	3000	5516813	0.0005437922220673421	Rhodopseudomonas sp. B29 ASM33345v1
G001921215	2998	9535536	0.00031440288201942714	Actinophytocola xinjiangensis CGMCC 4.4663
G000376985	2997	2422509	0.001237147106574217	Streptococcus henryi DSM 19005
G001422405	2997	6530331	0.00045893538933937654	Pseudorhodoferax sp. Leaf267 Leaf267
G000495935	2994	4369828	0.0006851528252370574	Elizabethkingia anophelis NUHP1
G000019745	2994	1560469	0.001918653943141453	Polynucleobacter necessarius subsp. necessarius STIR1
G001436115	2993	1929842	0.001550904167284161	Lactobacillus brantae DSM 23927
G000173895	2993	1872773	0.0015981648603434586	Neisseria cinerea ATCC 14685
G000414465	2992	1572875	0.0019022490662004292	Gardnerella vaginalis JCP8481A
G000204155	2988	6732271	0.0004438324006861875	Verrucosispora maris AB-18-032
G000936425	2987	8525315	0.00035036828551203095	Skermanella aerolata KACC 11604 5416T-32
G000495855	2986	4157429	0.000718232349848909	Asticcacaulis sp. YBE204 AspACYBE204.1.0
G000147815	2981	11138313	0.00026763478454950944	Streptomyces violaceusniger Tu 4113
G001460635	2980	1920832	0.0015514110552094092	Helicobacter typhlonius htyphlonius_mit97-6810
G001690435	2980	2857512	0.0010428652618081743	Gilliamella apicola Nev3-1
G000723505	2980	3149227	0.0009462639562025856	Mucinivorans hirudinis Mucivorans_M3_Nelson-Bomar-Fixed
G000612185	2978	5464196	0.0005450024120657458	Brevibacillus borstelensis 3096-7
G000224785	2977	3775822	0.0007884375905431982	Lentibacillus jeotgali Grbi
G000286115	2976	1808452	0.0016456062975406592	Oenococcus oeni AWRIB318
G001868105	2976	1934790	0.0015381514272866824	Oenococcus oeni AWRIB126
G900115365	2968	4624179	0.0006418436656539464	Anaerocolumna aminovalerica DSM 1283
G001295905	2967	5104122	0.0005812948828417502	beta proteobacterium AAP51 ASM129590v1
G001868185	2965	1978057	0.001498945682556165	Oenococcus oeni AWRIB141
G000972495	2965	6356977	0.00046641666314035745	Hymenobacter terrenus MIMtkLc17
G000321025	2959	1851340	0.0015983017706093965	Peptoniphilus senegalensis JC140 type strain: JC140
G000488275	2956	3148512	0.0009388561961968066	Acinetobacter brisouii CIP 110357
G001426925	2956	2910897	0.0010154945365638151	Microbacterium sp. Root53 Root53
G001916135	2953	2813909	0.001049429814539134	Clostridium sp. 44_14 ASM191613v1
G000515275	2952	3033021	0.000973287029664483	Methylophilus sp. 5 ASM51527v1
G000418365	2947	2751233	0.001071156096193961	Corynebacterium terpenotabidum Y-11
G000297115	2944	2638447	0.0011158078976003687	Caloramator australicus RC3
G000821085	2941	4702581	0.0006254012424241071	Bacillus sp. B-jedd PRJEB5955_assembly_1
G001428125	2940	3845859	0.0007644586033965364	Nocardioides sp. Soil774 Soil774
G001424755	2938	3814797	0.0007701589363732854	Marmoricola sp. Leaf446 Leaf446
G000162875	2937	2096289	0.0014010472792634985	Slackia exigua ATCC 700122
G000069945	2931	2369219	0.0012371165350269434	Corynebacterium urealyticum DSM 7109
G000525635	2924	9874926	0.00029610348472484753	Kutzneria albida DSM 43870
G000799385	2921	3018951	0.0009675546241061879	Microbacterium sp. CF335 ASM79938v1
G001693385	2918	8322773	0.00035060429979286953	Bradyrhizobium icense LMTR 13
G000377645	2918	4204671	0.0006939900886418938	Thiomonas sp. FB-6 ASM37764v1
G000772915	2913	1659203	0.0017556622064931174	Streptococcus phocae subsp. salmonis C-4
G000466385	2913	5313859	0.0005481891785235551	Aneurinibacillus aneurinilyticus ATCC 12856
G000016345	2908	2159490	0.0013466142468823658	Polynucleobacter asymbioticus QLW-P1DMWA-1
G001434895	2905	2751938	0.0010556197123627058	Lactobacillus odoratitofui DSM 19909 = JCM 15043 DSM 19909
G000741645	2902	1892860	0.0015331297613135678	Bifidobacterium minimum LMG 11592
G000314735	2900	4203290	0.000689935740812554	Afipia felis ATCC 53690
G001477055	2899	2794220	0.0010374988368847121	Leucobacter chromiiresistens NS354
G001012735	2899	1541635	0.0018804710583244413	Lactobacillus jensenii IM1
G000296715	2895	6589487	0.00043933617290693494	Brevibacillus brevis X23
G001307855	2892	3554045	0.0008137207041554061	Rhodocyclaceae bacterium Paddy-1 ASM130785v1
G001428645	2890	6756331	0.00042774695319101446	Acidovorax sp. Root217 Root217
G000219175	2886	538294	0.00536138244156539	Candidatus Moranella endobia PCIT
G000380005	2880	1877438	0.001534005383932785	Streptococcus didelphis DSM 15616
G000828915	2878	2623236	0.0010971182158219849	Comamonadaceae bacterium B1 ASM82891v1
G000980875	2874	3536703	0.0008126212463981284	Leucobacter sp. Ag1 ASM98087v1
G000622085	2873	3927843	0.000731444714058072	Butyrivibrio proteoclasticus P6B7
G000213055	2869	7506727	0.00038219053390379056	Streptomyces sp. Tu6071 ASM21305v1
